engine,query,filter,sel,threads,cold_s,warm_s
A-ALIGNED,Q2,F2,S0,1,0.068061,0.037186
A-ALIGNED,Q2,F2,S0,2,0.059292,0.031015
A-ALIGNED,Q2,F2,S0,4,0.052363,0.023578
A-ALIGNED,Q2,F2,S0,8,0.053457,0.022883
A-NORMAL,Q2,F2,S0,1,0.090449,0.042466
A-NORMAL,Q2,F2,S0,2,0.065269,0.035306
A-NORMAL,Q2,F2,S0,4,0.052635,0.026484
A-NORMAL,Q2,F2,S0,8,0.049599,0.024491
