engine,query,filter,sel,threads,cold_s,warm_s
D-WIDE,Q2,F2,S1,1,0.022604,0.005493
D-WIDE,Q2,F2,S1,4,0.029676,0.005875
D-JOIN,Q2,F2,S1,1,0.041677,0.020828
D-JOIN,Q2,F2,S1,4,0.045511,0.021457
A-ALIGNED,Q2,F2,S1,1,0.025578,0.008532
A-ALIGNED,Q2,F2,S1,4,0.025963,0.008966
A-NORMAL,Q2,F2,S1,1,0.031113,0.011435
A-NORMAL,Q2,F2,S1,4,0.027981,0.009090
