engine,query,filter,sel,threads,cold_s,warm_s
A-ALIGNED,Q2,F1,S0,1,0.034917,0.016530
A-ALIGNED,Q2,F1,S0,2,0.031183,0.012461
A-ALIGNED,Q2,F1,S0,4,0.029000,0.010855
A-ALIGNED,Q2,F1,S0,8,0.031554,0.011313
A-NORMAL,Q2,F1,S0,1,0.036712,0.015656
A-NORMAL,Q2,F1,S0,2,0.037624,0.013473
A-NORMAL,Q2,F1,S0,4,0.030934,0.011264
A-NORMAL,Q2,F1,S0,8,0.029814,0.010724
