engine,query,filter,sel,threads,cold_s,warm_s
D-WIDE,Q2,F2,S1,1,0.022921,0.006472
D-WIDE,Q2,F2,S1,4,0.024213,0.006804
D-JOIN,Q2,F2,S1,1,0.048508,0.020859
D-JOIN,Q2,F2,S1,4,0.049529,0.022363
A-ALIGNED,Q2,F2,S1,1,0.027770,0.009653
A-ALIGNED,Q2,F2,S1,4,0.027794,0.008590
A-NORMAL,Q2,F2,S1,1,0.026189,0.009916
A-NORMAL,Q2,F2,S1,4,0.025845,0.008477
