engine,query,filter,sel,threads,cold_s,warm_s
D-WIDE,Q2,F2,S1,1,0.023215,0.005389
D-WIDE,Q2,F2,S1,4,0.023993,0.005919
D-JOIN,Q2,F2,S1,1,0.045932,0.019816
D-JOIN,Q2,F2,S1,4,0.047977,0.021625
A-ALIGNED,Q2,F2,S1,1,0.026309,0.008791
A-ALIGNED,Q2,F2,S1,4,0.027390,0.008720
A-NORMAL,Q2,F2,S1,1,0.031615,0.009099
A-NORMAL,Q2,F2,S1,4,0.027525,0.008882
