engine,query,filter,sel,threads,cold_s,warm_s
D-WIDE,Q2,F1,S0,1,0.047971,0.015665
D-WIDE,Q2,F2,S0,1,0.048631,0.023271
D-JOIN,Q2,F1,S0,1,4.445812,4.319913
D-JOIN,Q2,F2,S0,1,2.121460,2.005070
A-ALIGNED,Q2,F1,S0,1,0.152291,0.108835
A-ALIGNED,Q2,F2,S0,1,0.069974,0.047645
A-NORMAL,Q2,F1,S0,1,0.150347,0.113466
A-NORMAL,Q2,F2,S0,1,0.069311,0.043979
P-CONCAT,Q2,F1,S0,1,3.2596,2.6032
P-CONCAT,Q2,F2,S0,1,3.1952,2.7309
P-JOIN,Q2,F1,S0,1,18.8746,16.5083
P-JOIN,Q2,F2,S0,1,17.8780,16.1570
